year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2013,g) 6 to 10,h) 2500 to 4999,86,3109,230319,223174,245,7.901,229,7.385,37645,11504,26141,5.155,16.868,23337,2986,20351,1.338,10.457,14308,6.411,20.914,(D),(D),(D)
2013,g) 6 to 10,i) 5000 to 9999,34,922,145152,143025,38,4.077,58,6.223,23412,8076,15336,5.647,16.369,18547,5711,12836,3.993,12.968,4865,3.402,25.935,0,0,0
2013,g) 6 to 10,j) 10000+,18,748,112550,119419,(D),(D),58,7.484,6079,(D),5973,(D),5.090,21028,444,20584,0.372,17.609,-14949,-12.518,10.181,0,0,0
2013,h) 11 to 15,a) 1 to 4,354125,354595,774002,814369,18008,4.885,46033,12.488,111163,33696,77467,4.138,13.650,191695,105776,85919,12.989,23.539,-80532,-9.889,27.300,33314,33468,81059
2013,h) 11 to 15,b) 5 to 9,121693,123008,828206,844232,940,0.757,3268,2.632,93628,8901,84727,1.054,11.090,125584,39154,86430,4.638,14.876,-31956,-3.785,22.181,2494,2648,33238
2013,h) 11 to 15,c) 10 to 19,73813,78091,1014364,1024246,950,1.209,1970,2.506,109134,11400,97734,1.113,10.655,128864,39331,89533,3.840,12.581,-19730,-1.926,21.310,1210,1387,32590
2013,h) 11 to 15,d) 20 to 99,61242,82085,2426978,2428445,2147,2.611,2428,2.953,265117,37428,227689,1.541,10.917,268314,78919,189395,3.250,11.049,-3197,-0.132,21.834,808,1151,61084
2013,h) 11 to 15,e) 100 to 499,9638,31392,1837701,1820609,1688,5.411,1294,4.148,226557,37229,189328,2.045,12.444,192885,54295,138590,2.982,10.595,33672,1.849,21.189,91,200,32741
2013,h) 11 to 15,f) 500 to 999,995,10336,608887,602572,790,7.708,615,6.001,88604,14031,74573,2.329,14.704,76121,23724,52397,3.937,12.633,12483,2.072,25.265,9,71,11981
2013,h) 11 to 15,g) 1000 to 2499,554,10733,692417,688785,619,5.783,559,5.223,85880,18536,67344,2.691,12.468,78870,18218,60652,2.645,11.451,7010,1.018,22.901,3,3,8894
2013,h) 11 to 15,h) 2500 to 4999,163,6717,461245,447396,327,4.864,338,5.028,71192,11153,60039,2.493,15.913,43191,7057,36134,1.577,9.654,28001,6.259,19.308,0,0,0
2013,h) 11 to 15,i) 5000 to 9999,58,3044,285801,284967,59,1.920,117,3.807,29612,2881,26731,1.011,10.391,28235,4334,23901,1.521,9.908,1377,0.483,19.816,0,0,0
2013,h) 11 to 15,j) 10000+,41,3294,378583,375526,155,4.680,191,5.767,77762,26562,51200,7.073,20.707,74192,38576,35616,10.273,19.757,3570,0.951,39.514,0,0,0
2013,i) 16 to 20,a) 1 to 4,269627,270000,604375,636270,11365,4.054,32007,11.418,79581,21672,57909,3.406,12.507,143314,75419,67895,11.853,22.524,-63733,-10.017,25.015,23347,23469,57863
2013,i) 16 to 20,b) 5 to 9,103201,104607,699002,713664,659,0.625,2456,2.328,71464,6077,65387,0.852,10.014,100676,29725,70951,4.165,14.107,-29212,-4.093,20.027,1866,1981,25068
2013,i) 16 to 20,c) 10 to 19,63617,67681,871016,880499,839,1.234,1482,2.179,85306,8798,76508,0.999,9.688,104108,27695,76413,3.145,11.824,-18802,-2.135,19.377,850,1012,23002
2013,i) 16 to 20,d) 20 to 99,52619,73029,2075967,2078919,1938,2.650,2170,2.967,213201,31938,181263,1.536,10.255,219155,57098,162057,2.747,10.542,-5954,-0.286,20.511,570,870,42721
2013,i) 16 to 20,e) 100 to 499,8201,33433,1588687,1569106,1792,5.391,1407,4.233,196369,33880,162489,2.159,12.515,157416,42779,114637,2.726,10.032,38953,2.482,20.064,62,192,20059
2013,i) 16 to 20,f) 500 to 999,915,11350,572792,564497,546,4.792,633,5.556,75979,14777,61202,2.618,13.460,59375,12334,47041,2.185,10.518,16604,2.941,21.036,(D),(D),(D)
2013,i) 16 to 20,g) 1000 to 2499,542,12671,701355,697294,904,7.211,636,5.073,90925,22541,68384,3.233,13.040,82318,24426,57892,3.503,11.805,8607,1.234,23.611,4,4,11880
2013,i) 16 to 20,h) 2500 to 4999,179,13916,491897,483752,1383,10.206,654,4.826,69652,25579,44073,5.288,14.398,52991,10944,42047,2.262,10.954,16661,3.444,21.908,0,0,0
2013,i) 16 to 20,i) 5000 to 9999,82,8665,437797,431041,553,6.413,469,5.439,64276,21524,42752,4.993,14.912,49230,7475,41755,1.734,11.421,15046,3.491,22.842,0,0,0
2013,i) 16 to 20,j) 10000+,60,18899,1226128,1205014,1323,7.080,900,4.816,121382,53832,67550,4.467,10.073,78407,20046,58361,1.664,6.507,42975,3.566,13.013,0,0,0
2013,j) 21 to 25,a) 1 to 4,189920,190262,435310,458952,7129,3.610,21511,10.894,53641,13755,39886,2.997,11.688,100634,51745,48889,11.275,21.927,-46993,-10.239,23.375,15918,16043,40253
2013,j) 21 to 25,b) 5 to 9,81286,82606,550943,562632,507,0.609,1871,2.246,51177,4809,46368,0.855,9.096,74626,21211,53415,3.770,13.264,-23449,-4.168,18.192,1338,1489,17994
2013,j) 21 to 25,c) 10 to 19,51037,54753,698565,706966,613,1.114,1189,2.160,62199,6530,55669,0.924,8.798,79096,21490,57606,3.040,11.188,-16897,-2.390,17.596,636,775,17174
2013,j) 21 to 25,d) 20 to 99,43793,61916,1735743,1739931,1341,2.160,1690,2.722,162404,20958,141446,1.205,9.334,170525,42524,128001,2.444,9.801,-8121,-0.467,18.668,391,582,29532
2013,j) 21 to 25,e) 100 to 499,7395,31950,1450726,1432804,1507,4.730,1322,4.150,163878,25831,138047,1.803,11.438,128066,31626,96440,2.207,8.938,35812,2.499,17.876,33,119,12265
2013,j) 21 to 25,f) 500 to 999,875,11473,538882,533918,848,7.510,484,4.287,67018,14561,52457,2.727,12.552,56054,14819,41235,2.776,10.499,10964,2.054,20.997,(D),(D),(D)
2013,j) 21 to 25,g) 1000 to 2499,500,13364,638064,640603,659,4.905,800,5.955,70103,12362,57741,1.930,10.943,74737,24307,50430,3.794,11.667,-4634,-0.723,21.887,(D),(D),(D)
2013,j) 21 to 25,h) 2500 to 4999,183,7602,504084,497807,661,8.755,557,7.377,69635,16829,52806,3.381,13.988,57358,21201,36157,4.259,11.522,12277,2.466,23.044,0,0,0
2013,j) 21 to 25,i) 5000 to 9999,92,7191,446781,431966,830,11.955,333,4.797,74281,21463,52818,4.969,17.196,44247,12660,31587,2.931,10.243,30034,6.953,20.486,0,0,0
2013,j) 21 to 25,j) 10000+,64,18447,1276009,1255676,2317,12.291,3125,16.577,226866,70413,156453,5.608,18.067,186703,75260,111443,5.994,14.869,40163,3.199,29.737,0,0,0
2013,k) 26+,a) 1 to 4,266147,266844,627835,663616,8105,2.926,28495,10.286,69141,16198,52943,2.441,10.419,140128,70960,69168,10.693,21.116,-70987,-10.697,20.838,22078,22282,57626
2013,k) 26+,b) 5 to 9,129034,131430,871281,889429,644,0.486,2542,1.920,72357,5756,66601,0.647,8.135,108711,28349,80362,3.187,12.223,-36354,-4.087,16.270,1839,2051,24557
2013,k) 26+,c) 10 to 19,80516,87278,1100221,1115723,855,0.974,1805,2.057,88660,8788,79872,0.788,7.946,119594,30138,89456,2.701,10.719,-30934,-2.773,15.893,873,1093,23684
2013,k) 26+,d) 20 to 99,73237,108242,2942425,2954495,2592,2.390,3040,2.803,254748,34215,220533,1.158,8.622,278599,72450,206149,2.452,9.430,-23851,-0.807,17.245,651,1072,49521
2013,k) 26+,e) 100 to 499,14447,67799,2852616,2824953,2690,3.972,2533,3.740,294610,41883,252727,1.483,10.429,238919,55081,183838,1.950,8.457,55691,1.971,16.915,60,147,21127
2013,k) 26+,f) 500 to 999,1852,25369,1159547,1152760,1019,4.008,1123,4.418,125383,23459,101924,2.035,10.877,110374,31545,78829,2.736,9.575,15009,1.302,19.150,5,111,6508
2013,k) 26+,g) 1000 to 2499,1184,27860,1529849,1514932,2432,8.907,1320,4.834,168999,46717,122282,3.084,11.156,139976,32361,107615,2.136,9.240,29023,1.916,18.480,(D),(D),(D)
2013,k) 26+,h) 2500 to 4999,494,25993,1369962,1359305,1582,6.145,1082,4.203,146810,33276,113534,2.448,10.800,126371,31123,95248,2.290,9.297,20439,1.504,18.593,(D),(D),(D)
2013,k) 26+,i) 5000 to 9999,215,17678,1143746,1129180,1659,9.413,1551,8.800,138577,38426,100151,3.403,12.272,110265,34149,76116,3.024,9.765,28312,2.507,19.530,0,0,0
2013,k) 26+,j) 10000+,180,85067,4548082,4477942,4993,5.855,5408,6.342,572962,133521,439441,2.982,12.795,432526,124922,307604,2.790,9.659,140436,3.136,19.318,0,0,0
2013,l) Left Censored,a) 1 to 4,152246,152967,375138,399834,3427,2.149,16380,10.273,36546,7417,29129,1.855,9.140,85602,44574,41028,11.148,21.409,-49056,-12.269,18.281,13404,13614,38006
2013,l) Left Censored,b) 5 to 9,100027,102684,680958,698489,493,0.476,2262,2.184,50940,4128,46812,0.591,7.293,85869,24015,61854,3.438,12.294,-34929,-5.001,14.586,1511,1747,20353
2013,l) Left Censored,c) 10 to 19,75274,83781,1035336,1053694,818,0.970,1886,2.237,74574,8188,66386,0.777,7.077,111488,29014,82474,2.754,10.581,-36914,-3.503,14.155,833,1114,22761
2013,l) Left Censored,d) 20 to 99,89614,146966,3804703,3829242,3081,2.089,4183,2.836,287078,41592,245486,1.086,7.497,335942,80285,255657,2.097,8.773,-48864,-1.276,14.994,673,1223,52265
2013,l) Left Censored,e) 100 to 499,26483,140840,5346932,5318873,4559,3.231,5048,3.578,460472,69347,391125,1.304,8.657,404071,87329,316742,1.642,7.597,56401,1.060,15.194,83,338,27138
2013,l) Left Censored,f) 500 to 999,4249,57208,2649208,2639393,2399,4.186,2603,4.542,238258,40710,197548,1.542,9.027,218606,47174,171432,1.787,8.282,19652,0.745,16.565,8,179,10743
2013,l) Left Censored,g) 1000 to 2499,2978,76058,3981397,3950254,4455,5.842,4847,6.356,379945,92661,287284,2.346,9.618,317650,75713,241937,1.917,8.041,62295,1.577,16.083,3,518,8033
2013,l) Left Censored,h) 2500 to 4999,1294,72954,3540333,3508503,4691,6.444,4379,6.015,360914,93190,267724,2.656,10.287,297878,61724,236154,1.759,8.490,63036,1.797,16.980,0,0,0
2013,l) Left Censored,i) 5000 to 9999,801,83863,4057865,4024975,6942,8.298,6536,7.813,428927,121163,307764,3.010,10.657,363379,107123,256256,2.661,9.028,65548,1.629,18.056,0,0,0
2013,l) Left Censored,j) 10000+,760,527089,24842266,24863185,42340,8.012,45099,8.534,2494159,724195,1769964,2.913,10.032,2542814,773280,1769534,3.110,10.227,-48655,-0.196,20.063,0,0,0
2014,a) 0,a) 1 to 4,363253,363576,881462,440731,363576,200.000,0,0,881462,881462,0,200.000,200.000,0,0,0,0,0,881462,200.000,0,0,0,0
2014,a) 0,b) 5 to 9,25189,25611,333668,166834,25611,200.000,0,0,333668,333668,0,200.000,200.000,0,0,0,0,0,333668,200.000,0,0,0,0
2014,a) 0,c) 10 to 19,11446,12122,306781,153391,12122,200.000,0,0,306781,306781,0,200.000,200.000,0,0,0,0,0,306781,200.000,0,0,0,0
2014,a) 0,d) 20 to 99,6808,9432,492993,246497,9432,200.000,0,0,492993,492993,0,200.000,200.000,0,0,0,0,0,492993,200.000,0,0,0,0
2014,a) 0,e) 100 to 499,515,1862,174764,87382,1862,200.000,0,0,174764,174764,0,200.000,200.000,0,0,0,0,0,174764,200.000,0,0,0,0
2014,a) 0,f) 500 to 999,22,120,27175,13588,120,200.000,0,0,27175,27175,0,200.000,200.000,0,0,0,0,0,27175,200.000,0,0,0,0
2014,a) 0,g) 1000 to 2499,10,52,28445,14223,52,200.000,0,0,28445,28445,0,200.000,200.000,0,0,0,0,0,28445,200.000,0,0,0,0
2014,a) 0,h) 2500 to 4999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2014,a) 0,i) 5000 to 9999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2014,a) 0,j) 10000+,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
2014,b) 1,a) 1 to 4,227388,227500,482085,538873,123,0.046,81146,30.277,111923,283,111640,0.053,20.770,219097,165613,53484,30.733,40.658,-107174,-19.889,41.540,62523,62533,131186
2014,b) 1,b) 5 to 9,44400,44579,321913,318716,106,0.230,3307,7.161,93038,483,92555,0.152,29.192,87218,42753,44465,13.414,27.365,5820,1.826,54.731,2889,2898,37649
2014,b) 1,c) 10 to 19,23377,23726,340847,334510,141,0.579,1409,5.784,95986,1089,94897,0.326,28.695,83567,36537,47030,10.923,24.982,12419,3.713,49.964,1217,1237,32234
2014,b) 1,d) 20 to 99,15539,17297,611711,589165,385,2.205,715,4.095,158988,5092,153896,0.864,26.985,114314,43982,70332,7.465,19.403,44674,7.583,38.805,545,575,38352
2014,b) 1,e) 100 to 499,1186,2262,231884,218813,328,15.196,121,5.606,69196,8483,60713,3.877,31.623,43206,15921,27285,7.276,19.746,25990,11.878,39.491,39,53,12678
2014,b) 1,f) 500 to 999,71,311,49378,41605,157,67.382,(D),(D),19780,8098,11682,19.464,47.543,4413,(D),4394,(D),10.607,15367,36.936,21.214,0,0,0
2014,b) 1,g) 1000 to 2499,34,218,45404,39734,(D),(D),10,4.535,14745,(D),14498,(D),37.109,3249,310,2939,0.780,8.177,11496,28.932,16.354,0,0,0
2014,b) 1,h) 2500 to 4999,6,25,19461,20332,0,0.000,4,14.815,2310,0,2310,0.000,11.361,4066,238,3828,1.171,19.998,-1756,-8.637,22.723,0,0,0
2014,b) 1,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0
2014,b) 1,j) 10000+,5,50,3589,5181,0,0.000,0,0.000,103,0,103,0.000,1.988,3299,0,3299,0.000,63.681,-3196,-61.693,3.976,0,0,0
2014,c) 2,a) 1 to 4,186223,186309,396230,428508,10927,5.358,46219,22.661,85767,22456,63311,5.241,20.015,149246,102673,46573,23.961,34.829,-63479,-14.814,40.031,36327,36364,83292
2014,c) 2,b) 5 to 9,43468,43683,305967,307484,448,1.003,2449,5.481,64385,4914,59471,1.598,20.939,67819,31734,36085,10.321,22.056,-3434,-1.117,41.879,2123,2155,28018
2014,c) 2,c) 10 to 19,23799,24319,338510,335506,302,1.223,1040,4.213,67867,4647,63220,1.385,20.228,62023,26098,35925,7.779,18.486,5844,1.742,36.973,885,916,23330
2014,c) 2,d) 20 to 99,17646,20559,703007,685872,537,2.608,600,2.914,123855,11180,112675,1.630,18.058,89772,33519,56253,4.887,13.089,34083,4.969,26.177,402,453,27792
2014,c) 2,e) 100 to 499,1660,3887,313878,301542,505,13.590,163,4.386,64521,11519,53002,3.820,21.397,39819,14012,25807,4.647,13.205,24702,8.192,26.410,27,102,9911
2014,c) 2,f) 500 to 999,83,355,57630,55006,28,8.081,11,3.175,16041,1917,14124,3.485,29.162,10534,3616,6918,6.574,19.151,5507,10.012,38.301,(D),(D),(D)
2014,c) 2,g) 1000 to 2499,41,270,54422,49854,12,4.486,7,2.617,13534,337,13197,0.676,27.148,4455,386,4069,0.774,8.936,9079,18.211,17.872,0,0,0
2014,c) 2,h) 2500 to 4999,10,39,32518,23034,0,0.000,0,0.000,18330,0,18330,0.000,79.580,17,0,17,0.000,0.074,18313,79.506,0.148,0,0,0
2014,c) 2,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2014,c) 2,j) 10000+,5,5,335,396,0,0.000,0,0.000,30,0,30,0.000,7.585,155,0,155,0.000,39.191,-125,-31.606,15.171,0,0,0
2014,d) 3,a) 1 to 4,154987,155065,331787,356700,9321,5.587,32867,19.700,65564,18436,47128,5.168,18.381,114424,75702,38722,21.223,32.079,-48860,-13.698,36.761,25825,25841,61793
2014,d) 3,b) 5 to 9,41081,41293,286278,290179,351,0.833,2083,4.941,51846,4019,47827,1.385,17.867,60045,26673,33372,9.192,20.692,-8199,-2.825,35.734,1784,1835,23682
2014,d) 3,c) 10 to 19,22761,23402,319668,320036,279,1.176,923,3.891,54961,4246,50715,1.327,17.173,55646,22984,32662,7.182,17.387,-685,-0.214,34.347,746,787,19959
2014,d) 3,d) 20 to 99,16055,18808,620661,611576,444,2.354,547,2.900,100774,8757,92017,1.432,16.478,83103,29814,53289,4.875,13.588,17671,2.889,27.177,353,408,25601
2014,d) 3,e) 100 to 499,1435,3117,269317,258362,274,9.046,98,3.235,56760,11151,45609,4.316,21.969,35554,10656,24898,4.124,13.761,21206,8.208,27.523,25,43,9011
2014,d) 3,f) 500 to 999,98,315,63755,59491,7,2.219,8,2.536,15668,970,14698,1.630,26.337,6941,2455,4486,4.127,11.667,8727,14.669,23.335,(D),(D),(D)
2014,d) 3,g) 1000 to 2499,34,141,47520,48439,(D),(D),80,44.944,8890,(D),8754,(D),18.353,10789,4386,6403,9.055,22.273,-1899,-3.920,36.706,(D),(D),(D)
2014,d) 3,h) 2500 to 4999,6,247,26611,23440,0,0.000,(D),(D),7623,0,7623,0.000,32.522,1234,(D),1042,(D),5.265,6389,27.257,10.529,0,0,0
2014,d) 3,i) 5000 to 9999,4,11,22993,24075,0,0.000,0,0.000,0,0,0,0.000,0.000,2176,0,2176,0.000,9.038,-2176,-9.038,0.000,0,0,0
2014,d) 3,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2014,e) 4,a) 1 to 4,128022,128080,273298,292037,7681,5.633,24254,17.786,50531,15265,35266,5.227,17.303,87794,56790,31004,19.446,30.063,-37263,-12.760,34.606,18981,18996,46308
2014,e) 4,b) 5 to 9,35815,36056,248175,252569,323,0.880,1648,4.488,40469,3627,36842,1.436,16.023,49389,21296,28093,8.432,19.555,-8920,-3.532,32.046,1408,1435,18621
2014,e) 4,c) 10 to 19,20523,21145,286422,287499,217,1.013,751,3.507,44636,3413,41223,1.187,15.526,46789,18572,28217,6.460,16.275,-2153,-0.749,31.051,608,640,16223
2014,e) 4,d) 20 to 99,15236,18576,599965,594219,580,3.109,735,3.940,88055,10488,77567,1.765,14.819,76312,28969,47343,4.875,12.842,11743,1.976,25.685,347,569,25221
2014,e) 4,e) 100 to 499,2102,7321,398547,388776,418,5.798,194,2.691,61894,11238,50656,2.891,15.920,42356,12040,30316,3.097,10.895,19538,5.026,21.789,26,32,8686
2014,e) 4,f) 500 to 999,162,1173,109862,102145,238,22.201,36,3.358,26186,7891,18295,7.725,25.636,10563,956,9607,0.936,10.341,15623,15.295,20.682,0,0,0
2014,e) 4,g) 1000 to 2499,63,646,83992,78870,207,37.912,(D),(D),20313,785,19528,0.995,25.755,9855,(D),8464,(D),12.495,10458,13.260,24.991,0,0,0
2014,e) 4,h) 2500 to 4999,15,387,40228,40343,(D),(D),(D),(D),6830,(D),4528,(D),16.930,7005,(D),6397,(D),17.364,-175,-0.434,33.860,0,0,0
2014,e) 4,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0
2014,e) 4,j) 10000+,6,16,44168,42155,0,0.000,(D),(D),17131,0,17131,0.000,40.639,12700,(D),6186,(D),30.127,4431,10.511,60.255,0,0,0
2014,f) 5,a) 1 to 4,120263,120326,257045,272847,7009,5.506,20939,16.450,45599,13837,31762,5.071,16.712,76964,47960,29004,17.578,28.208,-31365,-11.495,33.425,16183,16197,38756
2014,f) 5,b) 5 to 9,34401,34609,237564,242187,275,0.781,1468,4.170,35948,2827,33121,1.167,14.843,45192,18830,26362,7.775,18.660,-9244,-3.817,29.686,1262,1289,16759
2014,f) 5,c) 10 to 19,20249,20899,282285,284168,219,1.035,722,3.414,39926,3184,36742,1.120,14.050,43772,17345,26427,6.104,15.404,-3846,-1.353,28.100,572,613,15327
2014,f) 5,d) 20 to 99,15037,18295,583734,578187,474,2.581,621,3.381,79472,8233,71239,1.424,13.745,68025,23134,44891,4.001,11.765,11447,1.980,23.530,281,433,19322
2014,f) 5,e) 100 to 499,1681,4617,317110,302580,336,7.469,99,2.201,58185,11518,46667,3.807,19.230,28752,7801,20951,2.578,9.502,29433,9.727,19.005,15,26,4632
2014,f) 5,f) 500 to 999,120,593,76772,73824,26,4.411,19,3.223,16691,3172,13519,4.297,22.609,10504,3985,6519,5.398,14.228,6187,8.381,28.457,(D),(D),(D)
2014,f) 5,g) 1000 to 2499,56,786,83376,78375,371,60.720,21,3.437,19348,4461,14887,5.692,24.686,9229,1603,7626,2.045,11.775,10119,12.911,23.551,0,0,0
2014,f) 5,h) 2500 to 4999,14,1750,42912,43811,(D),(D),67,4.379,8597,(D),7388,(D),19.623,10524,1416,9108,3.232,24.022,-1927,-4.398,39.246,0,0,0
2014,f) 5,i) 5000 to 9999,6,218,24227,23811,(D),(D),0,0.000,4191,(D),4187,(D),17.601,2915,0,2915,0.000,12.242,1276,5.359,24.485,0,0,0
2014,f) 5,j) 10000+,3,4,282,289,0,0.000,0,0.000,0,0,0,0.000,0.000,13,0,13,0.000,4.506,-13,-4.506,0.000,0,0,0
2014,g) 6 to 10,a) 1 to 4,575159,575664,1236036,1299520,34489,5.734,86067,14.310,205426,65524,139902,5.042,15.808,330852,197026,133826,15.161,25.460,-125426,-9.652,31.616,64553,64688,155436
2014,g) 6 to 10,b) 5 to 9,176831,178422,1217417,1235948,1289,0.714,5695,3.153,162910,13411,149499,1.085,13.181,200460,72258,128202,5.846,16.219,-37550,-3.038,26.362,4777,4943,63069
2014,g) 6 to 10,c) 10 to 19,103443,107846,1433162,1440456,1030,0.947,2855,2.625,179627,15773,163854,1.095,12.470,194631,65999,128632,4.582,13.512,-15004,-1.042,24.940,2163,2403,58036
2014,g) 6 to 10,d) 20 to 99,77343,96198,3008474,2990787,2305,2.395,2419,2.513,365456,45431,320025,1.519,12.219,330492,103234,227258,3.452,11.050,34964,1.169,22.101,1176,1571,85305
2014,g) 6 to 10,e) 100 to 499,9213,27635,1727315,1690751,2455,9.141,899,3.347,251246,47420,203826,2.805,14.860,177704,45775,131929,2.707,10.510,73542,4.350,21.021,87,209,30480
2014,g) 6 to 10,f) 500 to 999,720,6255,460541,444110,554,8.962,407,6.584,87445,18390,69055,4.141,19.690,54721,11746,42975,2.645,12.322,32724,7.368,24.643,3,98,3890
2014,g) 6 to 10,g) 1000 to 2499,326,5941,449444,432410,394,6.714,248,4.226,86989,19662,67327,4.547,20.117,51506,17158,34348,3.968,11.911,35483,8.206,23.823,(D),(D),(D)
2014,g) 6 to 10,h) 2500 to 4999,86,2502,193371,185289,176,7.139,103,4.178,46273,11388,34885,6.146,24.973,30268,5398,24870,2.913,16.336,16005,8.638,32.671,0,0,0
2014,g) 6 to 10,i) 5000 to 9999,27,601,108286,106599,37,6.208,27,4.530,13559,1411,12148,1.324,12.720,11081,1633,9448,1.532,10.395,2478,2.325,20.790,0,0,0
2014,g) 6 to 10,j) 10000+,22,165,146091,135392,(D),(D),(D),(D),32118,(D),32106,(D),23.722,10592,(D),10534,(D),7.823,21526,15.899,15.646,0,0,0
2014,h) 11 to 15,a) 1 to 4,354946,355499,775432,812436,17757,4.812,44821,12.146,111677,33275,78402,4.096,13.746,185524,101859,83665,12.537,22.836,-73847,-9.090,27.492,33150,33277,79529
2014,h) 11 to 15,b) 5 to 9,121075,122552,827945,841362,816,0.660,3108,2.513,93986,7791,86195,0.926,11.171,120910,38337,82573,4.557,14.371,-26924,-3.200,22.341,2504,2630,33236
2014,h) 11 to 15,c) 10 to 19,74456,78742,1024558,1034115,720,0.909,1735,2.189,107488,9630,97858,0.931,10.394,126498,37455,89043,3.622,12.232,-19010,-1.838,20.788,1182,1374,31834
2014,h) 11 to 15,d) 20 to 99,61339,81788,2413417,2414709,1911,2.335,2045,2.498,241541,30874,210667,1.279,10.003,244204,70887,173317,2.936,10.113,-2663,-0.110,20.006,773,1299,57758
2014,h) 11 to 15,e) 100 to 499,9648,30504,1843529,1819430,2337,7.849,880,2.955,214112,42663,171449,2.345,11.768,165915,41568,124347,2.285,9.119,48197,2.649,18.238,75,187,26796
2014,h) 11 to 15,f) 500 to 999,920,9199,583258,576668,790,8.699,556,6.122,78658,15110,63548,2.620,13.640,65331,14780,50551,2.563,11.329,13327,2.311,22.658,4,4,6056
2014,h) 11 to 15,g) 1000 to 2499,499,12291,661145,650610,1462,12.311,631,5.313,100014,26083,73931,4.009,15.372,79289,15713,63576,2.415,12.187,20725,3.185,24.374,(D),(D),(D)
2014,h) 11 to 15,h) 2500 to 4999,160,5719,439696,437544,389,6.868,279,4.926,53325,9039,44286,2.066,12.187,48740,16924,31816,3.868,11.139,4585,1.048,22.279,(D),(D),(D)
2014,h) 11 to 15,i) 5000 to 9999,65,3873,321874,322183,185,4.865,45,1.183,44384,7243,37141,2.248,13.776,44359,15197,29162,4.717,13.768,25,0.008,27.537,(D),(D),(D)
2014,h) 11 to 15,j) 10000+,34,1617,274547,271153,66,4.121,35,2.185,59736,12529,47207,4.621,22.030,51652,2254,49398,0.831,19.049,8084,2.981,38.098,0,0,0
2014,i) 16 to 20,a) 1 to 4,274187,274655,612935,641590,12021,4.228,31335,11.021,81828,22683,59145,3.535,12.754,138787,73038,65749,11.384,21.632,-56959,-8.878,25.508,23541,23666,57785
2014,i) 16 to 20,b) 5 to 9,103656,105158,705818,717877,590,0.556,2358,2.224,72191,5411,66780,0.754,10.056,96240,27860,68380,3.881,13.406,-24049,-3.350,20.112,1808,1986,23914
2014,i) 16 to 20,c) 10 to 19,64310,68406,882684,892255,567,0.824,1383,2.010,82893,6633,76260,0.743,9.290,102057,28243,73814,3.165,11.438,-19164,-2.148,18.581,896,1076,23902
2014,i) 16 to 20,d) 20 to 99,54325,75000,2156296,2157541,1563,2.081,1759,2.342,198454,24590,173864,1.140,9.198,200563,54678,145885,2.534,9.296,-2109,-0.098,18.396,537,963,40862
2014,i) 16 to 20,e) 100 to 499,8743,34584,1697219,1683074,1618,4.699,1310,3.805,177545,33436,144109,1.987,10.549,149593,35218,114375,2.092,8.888,27952,1.661,17.776,51,249,17410
2014,i) 16 to 20,f) 500 to 999,981,12200,615308,605201,1236,10.388,633,5.320,80869,23769,57100,3.927,13.362,61184,13505,47679,2.231,10.110,19685,3.253,20.219,(D),(D),(D)
2014,i) 16 to 20,g) 1000 to 2499,555,13458,746207,734150,1540,11.869,574,4.424,94711,20939,73772,2.852,12.901,70420,15997,54423,2.179,9.592,24291,3.309,19.184,0,0,0
2014,i) 16 to 20,h) 2500 to 4999,182,10839,513766,508675,622,5.719,695,6.391,70874,22723,48151,4.467,13.933,60573,10157,50416,1.997,11.908,10301,2.025,23.816,0,0,0
2014,i) 16 to 20,i) 5000 to 9999,82,10293,441399,413358,790,7.810,434,4.291,93690,32556,61134,7.876,22.666,37599,7122,30477,1.723,9.096,56091,13.570,18.192,0,0,0
2014,i) 16 to 20,j) 10000+,71,12674,1166451,1146156,1837,14.668,1537,12.272,151507,37796,113711,3.298,13.219,109029,31759,77270,2.771,9.513,42478,3.706,19.025,0,0,0
2014,j) 21 to 25,a) 1 to 4,189896,190307,434921,456086,7273,3.692,20676,10.495,54419,14123,40296,3.097,11.932,96463,49504,46959,10.854,21.150,-42044,-9.218,23.864,15762,15866,39706
